11011001010100,01101011001100,00110010010111,10111111100001,00001101011011,11000110011101,10101000111101,01110101111000,10100101000110,10000011111010,01101110110010,11111000001011,00011110101110,01000001100111
11011001010110,01101011001100,00110010010111,10011111100001,00001101011011,11000110011101,10101000110101,01110101111000,10100101000110,10000011111010,01101110110010,11111000001011,00011100101110,01000001100111
10111110000100,11100101110000,11001000111101,00011011110001,00101101011111,01110100101001,01101010101010,01011100110110,10000110100111,10010110011010,11011001000011,01000111001100,10110001101110,01110010010111
01111001010011,11010100001011,11001011100010,00001101011110,00010111110011,01011010111000,10110011011100,01100101101000,10111100100110,01011111000101,11000000110101,00100010101111,10101110011001,01100110010110
10110000111110,11101110010000,00001111011110,10010110100111,01110101001100,11011001010101,01010010011011,01000101110010,10100101001011,00111011100010,00011100111001,00100011110101,11000011101000,01101000101111
00110011011010,10101110111000,11000000111111,00000111011101,01110110100011,11101011010001,10001011100110,00011001101001,01101101001110,11010111001000,10011100010011,01011010110100,10110101110100,10111010001101
01001011010011,10101101000100,01011100110110,11110110000011,11001110101000,00100110110101,00111011100010,00011010001101,01110111011000,11010011100100,10100010011110,11111000110001,01100001101111,10010101111011
10101000101110,01011011001100,10101011010000,11010010111001,10010011000111,11000111100100,00011110110010,11001101011011,01110001010110,00100110011101,00110101101001,11111100000101,01101010100011,00001001110101
10101111100011,11101010011110,10010111001101,01110011101000,11110000100111,10011000111010,01001001101101,01011110100110,01010011010011,11111101010000,00100101111110,00111010110101,01111100001011,11000110111001
00011011001110,10011101101000,01010110011001,00111100010010,00110111100101,10011010110101,01010001110011,01001111110100,11101111000011,10000101011111,10100010111010,11110001010100,01101000101101,11010100100110
11111001100110,11101011001001,01001100100011,00111010111010,00111110000101,11011100011000,11100110110100,01010000111101,10100100001111,01110101010011,10010111101001,00101101111100,01000111001110,10001011010111
01010011000101,11000000101111,10110011110110,01101001110100,01011010011010,10011001110001,01100110110001,00000101011111,00011110101100,11110101001000,00111100000111,00101011101011,11001111000010,10101010011101
10001011111100,00100101011010,01110010110110,01000111010101,00011110010011,11010100111001,10100011100011,11000110001110,10111101000100,01111011001001,11101000010111,00101100101101,00010001001111,01001101100010
01110011011110,01010101100011,11111100001010,11001111001100,01100100111001,11111001010101,11001010110010,10000000101111,00011110010111,10100111010011,10010101111000,00111011101001,00101101110110,11110110100100
11110000101001,01010010001110,01110111010001,10000111101011,10011110000101,00111010110010,00011101111100,11001011011001,11011101000010,01001100110111,10010001010111,00101001001111,11100011100100,10100100011110
11011101011000,11100100110100,01000101101101,10101100001111,00111101110011,11101011100001,01011010010111,01100011011010,10000110111001,10010111000110,10110001011101,10001001111110,00111110101100,11010000101010
11101110010101,11110000111010,10010110100110,10011000001111,01100001100111,10000101111001,11010011000001,01110101001100,01011001110100,00111111010011,01001110101001,01000011011110,10101011101000,11001101000010
10010111011110,11010011100101,00110001111001,01111110001101,11100110111000,00001111110001,10001000111101,01011010111010,00100010110111,11010100010011,01101001010100,01000101101111,11101011001011,10111100100010
11000011101000,11010001010111,01101010110100,10100010001101,00011001101101,01000100111111,01011010001011,11110100100001,10001111010001,00110111011000,10101000111010,10010110100110,01101101001110,00100011100011
01110011011110,10000000101111,11111100001010,11001111001100,01100100111001,11111001010101,11001010110010,01010101100011,00011110010111,10100111010011,10010101111000,00111011101001,00101101110110,11110110100100
01010111100011,01101100110110,11110110001110,00001011011110,01101001001001,10100100111011,11100011110100,11011001010010,11001110010101,01010000111101,00110101010101,00111110111000,10111010100111,10001101101100
01010011000101,11000000101111,10110010110110,01101001100100,01011000011010,10011101110001,01100110110001,00000101011110,00011110101100,11110101001000,00111100000111,00100011101011,11001111000010,10101010011101
11001101010100,10010100010011,11011011001001,10110100101100,00100101001111,00111111100010,00001100111001,01111000011010,11000110101010,11100001110001,10101010010111,00010011111110,01011000100111,01110110010101
10101000101110,01011011001100,10111001010000,11010010111001,10000011000111,11100111100100,00011110110010,11001101011010,01110000010110,00100110011101,00110101101011,11011100000101,01101010000011,01001001110101
00011110001101,00110111110110,01101011001010,10111001011000,11111100100010,10000111101011,01100101101100,11001101010110,11010010111110,11100110010001,11110001000111,01011001110001,00101000111111,10101011100100
00101100111001,00011001010101,10111101100010,11010000111011,11001111011000,10110110010001,00100011111110,10000101001111,01101100010110,01111011001011,10111000001100,01010110101100,11100001100101,10001010100111
10101111100011,11101010011110,10010111001101,01110011101000,11110000100111,10011001111010,01001001101101,01011110100110,01010011010011,11111101010100,00100101111110,00111010110101,01111100001011,11000110111001
00110111000110,11100000011111,10011101001101,10101101110011,01001011000111,01011100111110,00010011111011,01111110010001,01100101101001,11111001001010,11000111011000,11110001110100,11010110100011,10101010101100
11111001100110,11100011001001,01001100101011,00111010111010,10000001111010,11011100011000,11100110110100,01010000111101,10110100001111,01110101010011,10011111100001,00101101011100,01010111001110,10001010010111
01100111011001,11001110100101,01101001110100,11001010011010,11000001100011,01011101101000,11111000000001,11010100010110,00011011010111,00101100110011,10010000111101,10110111110000,10101101001110,01110010101110
10110011001110,11001001100100,01010010111100,01100001010101,00011001111011,11111010010001,00101111111000,11010101011000,01110111100010,10110100101101,00111100010110,10000111110111,11100000111010,01001110001111
01011100101001,01101011000001,11101100100010,10111010001100,10100111111001,11010010110101,01110101010100,10011001010011,00101000111111,11000101001111,01001110011010,00001111100100,01110011101010,00110110000111
11000011111000,11010001010111,01101010110100,10100010001101,00011001101101,00000100111111,01011010001011,11110100100001,10001111010001,00110111011000,10111000111010,10010110100110,11101101001110,00100011100011
11011001010100,01101011001100,00110010010111,10111111100001,00001101011011,11000110001101,10101000111101,01110101111000,10100101000110,10000011111010,01101110110010,11111000001011,00011100101110,01000001100111
01010011000101,11000000101111,10110010110110,01101001110100,01011010011010,10011101110001,01100110110001,00000101011110,00011110101100,11110101001000,00111100000111,00101011101011,11001111000110,10101010011101
00011011001110,10011101101000,01010110011001,00111100010010,00110111100101,10011010110101,01010001110011,01001111110100,11101011000011,10000101011111,10100010111010,11110001011100,01101000101101,11010100100110
10101000101110,01011011001100,10111011010000,11010010111001,10000011000111,11100111100100,00011110110110,11001101011010,01110000010110,00100110011101,00110101101011,11011100000101,01101010100011,00001001110101
11001110110001,01110100110100,11011101000110,00111111011000,11101000011100,01011001111011,11110010101010,01000110001111,10110100010011,11010011010101,00101011100111,10011100101101,11100101101001,10000111111110
10110001000111,11000011001001,10001011110100,11010100111110,00011110100011,00001101011111,01110110010101,11101000110011,11111101000000,01100111100110,10100110011010,01111010001110,10101100101101,00110001111000
00010101101111,01001011000101,01111100100011,10100011100010,11001101101000,10010111010001,10001000110111,00101001011011,11110000001101,01100101010110,00111001110100,01010010111010,10111110001110,00100110111101
00110010011010,00000111111001,11000000111111,00010011000111,01100110100011,11101011010001,10001011101010,01111001101001,01101101011110,11010111001000,10011100010011,01011010110100,10110101110100,10101110001101
11001011010011,10101101000100,01011100010110,11110110000011,11001110101000,00100110110101,00111011100010,00011010001101,01110111011000,11010011100100,10100010011110,11111000110001,01100001101111,10010101111011
00011110001101,00110111110010,01101011001011,10111001011000,11111100100010,10000101101011,01110101101100,01001101010110,11010010111110,11100110010101,10110001000111,01011001110001,00101000111111,10001011100100
01101001111001,11010011100001,01111110010010,00011010101111,11011000011100,11100011001110,10110001011011,00010111111100,10100110110101,10001111001001,01000101010111,11000100101010,10111101100100,10001011110010
00110010111010,00000111111001,11000000111111,00010011000111,01101110100011,11100011010001,10001011101010,01111001101001,01101101011110,11010110001000,10011100010011,01011010110100,10110101100100,10101010001101
01100100111100,10110100100110,11010010111010,10101110001001,10001000110101,01011100100011,11110101010001,00111001101000,00010111011101,01111010010110,11001111100100,10001101011010,00100011110011,11100001001111
01111110001011,01011011110000,11001100111010,00101010110111,00010100111101,10001011101001,00101101011100,11011001000111,10110001101010,01000111101110,10010111010010,10111110100100,11100101110001,11100010011100
10001111100111,00110111010101,01011100010110,11110110000011,00000110111011,01011010001101,00111010100010,10110100101100,01101111001000,11010011110000,10100010011110,11101000110001,01100001101111,10011001011011
00111101011000,01101010010011,10000001011111,01001110001110,01101001101101,10011011000101,11010110111001,00100111101011,11001101100010,11110100000111,10101110110100,10111000101010,00011100110111,01110011110110
10011101001011,10010010010011,10101000100101,10001111110000,11010001111100,11101010001010,01001001110011,01110111100001,01001110011101,00000011101111,00111011010100,11100101010110,00110100111010,01011110100110
00111011100101,11101100100110,11001001011101,01010111010111,10110010011110,00111100011011,10001010110011,10100111001011,00001111111110,01010001101010,10110101110000,11011110001000,01100110111001,01101011010010
10100111110001,00110101011011,10111110000010,10011011011101,11101000111001,01100010010111,01010110101001,01101111011100,11000011001010,11110001100100,00101011101111,01011011110010,10000100111110,11001101000111
10110000111110,11101110010000,00001111011110,10010110100111,01110101001100,11011001010111,01010010011011,01000101110010,10100101001011,00111011100010,00011100111001,00100011110101,11001011101000,01101000101111
10001101001111,10111011100101,11100001011100,01111100010001,01111011001010,01001011110011,10110000111011,00110111010110,11010101100010,11100110000011,01010110101101,01101000100110,11011010010110,10101110111000
10111110000100,11100111110000,11001000111101,00011011110001,00101101011111,01110100101001,01101010101010,01011100110110,10000110100111,10010110011010,11011001000011,01010111001100,10110001101110,01110010010111
01111110001001,01011011110000,11001100111010,00101010110111,00010100111101,10001011101001,00101101011100,11011001000111,00110001101010,01000111100110,10010111010011,10111110100100,11100101110001,11100010011100
00011110001101,00110111110010,01101011001010,10111101011000,11111100100010,10000101101011,01110101101100,01001101010110,11010010111110,11100110010001,10110001000111,01011001110001,00101000111111,10101011100100
11010110100011,00100101110011,01110111000100,01010100011101,10011101101110,11001111011000,10110010111000,01111000010010,00011011101001,01000011111110,00101110001111,10010011010111,11101000110101,11100001001011
